:Data_list: power_2013.txt
:Created: Tue Jan 27 20:00:00 UTC 2014
2017-09-04 01:24:30 NOAA-00 (N)  0  53.05   1.00
2017-09-04 01:25:30 NOAA-00 (N)  0  53.53   1.00
2017-09-04 01:26:30 NOAA-00 (N)  0  56.77   1.00
2017-09-04 01:27:30 NOAA-00 (N)  0  58.55   1.00
2017-09-04 01:28:30 NOAA-00 (N)  0  56.62   1.00
2017-09-04 01:29:30 NOAA-00 (N)  0  53.37   1.00
2017-09-04 01:30:30 NOAA-00 (N)  0  51.76   1.00
2017-09-04 01:31:30 NOAA-00 (N)  0  50.77   1.00
2017-09-04 01:32:30 NOAA-00 (N)  0  49.60   1.00
2017-09-04 01:33:30 NOAA-00 (N)  0  47.88   1.00
2017-09-04 01:34:30 NOAA-00 (N)  0  47.18   1.00
2017-09-04 01:35:30 NOAA-00 (N)  0  45.75   1.00
2017-09-04 01:36:30 NOAA-00 (N)  0  44.28   1.00
2017-09-04 01:37:30 NOAA-00 (N)  0  44.09   1.00
2017-09-04 01:38:30 NOAA-00 (N)  0  43.14   1.00
2017-09-04 01:39:30 NOAA-00 (N)  0  42.18   1.00
2017-09-04 01:40:30 NOAA-00 (N)  0  41.20   1.00
2017-09-04 01:41:30 NOAA-00 (N)  0  38.13   1.00
2017-09-04 01:42:30 NOAA-00 (N)  0  34.83   1.00
2017-09-04 01:43:30 NOAA-00 (N)  0  31.75   1.00
2017-09-04 01:44:30 NOAA-00 (N)  0  28.42   1.00
2017-09-04 01:45:30 NOAA-00 (N)  0  27.05   1.00
2017-09-04 01:46:30 NOAA-00 (N)  0  26.48   1.00
2017-09-04 01:47:30 NOAA-00 (N)  0  24.13   1.00
2017-09-04 01:48:30 NOAA-00 (N)  0  21.25   1.00
2017-09-04 01:49:30 NOAA-00 (N)  0  24.43   1.00
2017-09-04 01:50:30 NOAA-00 (N)  0  20.23   1.00
2017-09-04 01:51:30 NOAA-00 (N)  0  21.92   1.00
2017-09-04 01:52:30 NOAA-00 (N)  0  23.20   1.00
2017-09-04 01:53:30 NOAA-00 (N)  0  20.92   1.00
2017-09-04 01:54:30 NOAA-00 (N)  0  21.59   1.00
2017-09-04 01:55:30 NOAA-00 (N)  0  19.52   1.00
2017-09-04 01:56:30 NOAA-00 (N)  0  19.52   1.00
2017-09-04 01:57:30 NOAA-00 (N)  0  18.43   1.00
2017-09-04 01:58:30 NOAA-00 (N)  0  24.13   1.00
2017-09-04 01:59:30 NOAA-00 (N)  0  25.33   1.00
2017-09-04 02:00:30 NOAA-00 (N)  0  25.03   1.00
2017-09-04 02:01:30 NOAA-00 (N)  0  30.25   1.00
2017-09-04 02:02:30 NOAA-00 (N)  0  32.00   1.00
2017-09-04 02:03:30 NOAA-00 (N)  0  33.68   1.00
2017-09-04 02:04:30 NOAA-00 (N)  0  32.73   1.00
2017-09-04 02:05:30 NOAA-00 (N)  0  30.25   1.00
2017-09-04 02:06:30 NOAA-00 (N)  0  28.68   1.00
2017-09-04 02:07:30 NOAA-00 (N)  0  29.48   1.00
2017-09-04 02:08:30 NOAA-00 (N)  0  30.51   1.00
2017-09-04 02:09:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 02:10:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 02:11:30 NOAA-00 (N)  0  32.24   1.00
2017-09-04 02:12:30 NOAA-00 (N)  0  31.01   1.00
2017-09-04 02:13:30 NOAA-00 (N)  0  31.26   1.00
2017-09-04 02:14:30 NOAA-00 (N)  0  31.01   1.00
2017-09-04 02:15:30 NOAA-00 (N)  0  31.51   1.00
2017-09-04 02:16:30 NOAA-00 (N)  0  31.26   1.00
2017-09-04 02:17:30 NOAA-00 (N)  0  28.15   1.00
2017-09-04 02:18:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 02:19:30 NOAA-00 (N)  0  25.62   1.00
2017-09-04 02:20:30 NOAA-00 (N)  0  28.95   1.00
2017-09-04 02:21:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 02:22:30 NOAA-00 (N)  0  28.42   1.00
2017-09-04 02:23:30 NOAA-00 (N)  0  28.68   1.00
2017-09-04 02:24:30 NOAA-00 (N)  0  28.68   1.00
2017-09-04 02:25:30 NOAA-00 (N)  0  28.68   1.00
2017-09-04 02:26:30 NOAA-00 (N)  0  29.74   1.00
2017-09-04 02:27:30 NOAA-00 (N)  0  30.76   1.00
2017-09-04 02:28:30 NOAA-00 (N)  0  31.75   1.00
2017-09-04 02:29:30 NOAA-00 (N)  0  33.44   1.00
2017-09-04 02:30:30 NOAA-00 (N)  0  34.37   1.00
2017-09-04 02:31:30 NOAA-00 (N)  0  35.06   1.00
2017-09-04 02:32:30 NOAA-00 (N)  0  36.62   1.00
2017-09-04 02:33:30 NOAA-00 (N)  0  38.55   1.00
2017-09-04 02:34:30 NOAA-00 (N)  0  39.79   1.00
2017-09-04 02:35:30 NOAA-00 (N)  0  41.79   1.00
2017-09-04 02:36:30 NOAA-00 (N)  0  44.28   1.00
2017-09-04 02:37:30 NOAA-00 (N)  0  45.57   1.00
2017-09-04 02:38:30 NOAA-00 (N)  0  48.23   1.00
2017-09-04 02:39:30 NOAA-00 (N)  0  47.71   1.00
2017-09-04 02:40:30 NOAA-00 (N)  0  47.18   1.00
2017-09-04 02:41:30 NOAA-00 (N)  0  49.43   1.00
2017-09-04 02:42:30 NOAA-00 (N)  0  49.60   1.00
2017-09-04 02:43:30 NOAA-00 (N)  0  50.61   1.00
2017-09-04 02:44:30 NOAA-00 (N)  0  53.21   1.00
2017-09-04 02:45:30 NOAA-00 (N)  0  53.37   1.00
2017-09-04 02:46:30 NOAA-00 (N)  0  53.68   1.00
2017-09-04 02:47:30 NOAA-00 (N)  0  58.40   1.00
2017-09-04 02:48:30 NOAA-00 (N)  0  58.25   1.00
2017-09-04 02:49:30 NOAA-00 (N)  0  56.01   1.00
2017-09-04 02:50:30 NOAA-00 (N)  0  55.70   1.00
2017-09-04 02:51:30 NOAA-00 (N)  0  57.51   1.00
2017-09-04 02:52:30 NOAA-00 (N)  0  58.25   1.00
2017-09-04 02:53:30 NOAA-00 (N)  0  58.55   1.00
2017-09-04 02:54:30 NOAA-00 (N)  0  58.98   1.00
2017-09-04 02:55:30 NOAA-00 (N)  0  63.35   1.00
2017-09-04 02:56:30 NOAA-00 (N)  0  65.23   1.00
2017-09-04 02:57:30 NOAA-00 (N)  0  68.23   1.00
2017-09-04 02:58:30 NOAA-00 (N)  0  68.99   1.00
2017-09-04 02:59:30 NOAA-00 (N)  0  69.24   1.00
2017-09-04 03:00:30 NOAA-00 (N)  0  66.94   1.00
2017-09-04 03:01:30 NOAA-00 (N)  0  68.99   1.00
2017-09-04 03:02:30 NOAA-00 (N)  0  69.62   1.00
2017-09-04 03:03:30 NOAA-00 (N)  0  68.61   1.00
2017-09-04 03:04:30 NOAA-00 (N)  0  72.09   1.00
2017-09-04 03:05:30 NOAA-00 (N)  0  73.65   1.00
2017-09-04 03:06:30 NOAA-00 (N)  0  75.88   1.00
2017-09-04 03:07:30 NOAA-00 (N)  0  78.73   1.00
2017-09-04 03:08:30 NOAA-00 (N)  0  82.79   1.00
2017-09-04 03:09:30 NOAA-00 (N)  0  84.80   1.00
2017-09-04 03:10:30 NOAA-00 (N)  0  85.84   1.00
2017-09-04 03:11:30 NOAA-00 (N)  0  85.53   1.00
2017-09-04 03:12:30 NOAA-00 (N)  0  87.28   1.00
2017-09-04 03:13:30 NOAA-00 (N)  0  89.40   1.00
2017-09-04 03:14:30 NOAA-00 (N)  0  87.59   1.00
2017-09-04 03:15:30 NOAA-00 (N)  0  87.59   1.00
2017-09-04 03:16:30 NOAA-00 (N)  0  86.36   1.00
2017-09-04 03:17:30 NOAA-00 (N)  0  85.32   1.00
2017-09-04 03:18:30 NOAA-00 (N)  0  86.26   1.00
2017-09-04 03:19:30 NOAA-00 (N)  0  85.43   1.00
2017-09-04 03:20:30 NOAA-00 (N)  0  85.22   1.00
2017-09-04 03:21:30 NOAA-00 (N)  0  85.74   1.00
2017-09-04 03:22:30 NOAA-00 (N)  0  87.18   1.00
2017-09-04 03:23:30 NOAA-00 (N)  0  87.89   1.00
2017-09-04 03:24:30 NOAA-00 (N)  0  85.22   1.00
2017-09-04 03:25:30 NOAA-00 (N)  0  81.17   1.00
2017-09-04 03:26:30 NOAA-00 (N)  0  82.25   1.00
2017-09-04 03:27:30 NOAA-00 (N)  0  83.32   1.00
2017-09-04 03:28:30 NOAA-00 (N)  0  84.17   1.00
2017-09-04 03:29:30 NOAA-00 (N)  0  81.60   1.00
2017-09-04 03:30:30 NOAA-00 (N)  0  76.00   1.00
2017-09-04 03:31:30 NOAA-00 (N)  0  70.86   1.00
2017-09-04 03:32:30 NOAA-00 (N)  0  68.99   1.00
2017-09-04 03:33:30 NOAA-00 (N)  0  68.61   1.00
2017-09-04 03:34:30 NOAA-00 (N)  0  68.48   1.00
2017-09-04 03:35:30 NOAA-00 (N)  0  66.55   1.00
2017-09-04 03:36:30 NOAA-00 (N)  0  67.46   1.00
2017-09-04 03:37:30 NOAA-00 (N)  0  67.72   1.00
2017-09-04 03:38:30 NOAA-00 (N)  0  68.10   1.00
2017-09-04 03:39:30 NOAA-00 (N)  0  70.37   1.00
2017-09-04 03:40:30 NOAA-00 (N)  0  70.12   1.00
2017-09-04 03:41:30 NOAA-00 (N)  0  66.81   1.00
2017-09-04 03:42:30 NOAA-00 (N)  0  65.23   1.00
2017-09-04 03:43:30 NOAA-00 (N)  0  63.76   1.00
2017-09-04 03:44:30 NOAA-00 (N)  0  64.03   1.00
2017-09-04 03:45:30 NOAA-00 (N)  0  62.66   1.00
2017-09-04 03:46:30 NOAA-00 (N)  0  60.99   1.00
2017-09-04 03:47:30 NOAA-00 (N)  0  61.27   1.00
2017-09-04 03:48:30 NOAA-00 (N)  0  61.27   1.00
2017-09-04 03:49:30 NOAA-00 (N)  0  64.30   1.00
2017-09-04 03:50:30 NOAA-00 (N)  0  62.80   1.00
2017-09-04 03:51:30 NOAA-00 (N)  0  57.51   1.00
2017-09-04 03:52:30 NOAA-00 (N)  0  59.99   1.00
2017-09-04 03:53:30 NOAA-00 (N)  0  57.96   1.00
2017-09-04 03:54:30 NOAA-00 (N)  0  54.47   1.00
2017-09-04 03:55:30 NOAA-00 (N)  0  53.53   1.00
2017-09-04 03:56:30 NOAA-00 (N)  0  51.60   1.00
2017-09-04 03:57:30 NOAA-00 (N)  0  48.23   1.00
2017-09-04 03:58:30 NOAA-00 (N)  0  47.00   1.00
2017-09-04 03:59:30 NOAA-00 (N)  0  47.71   1.00
2017-09-04 04:00:30 NOAA-00 (N)  0  49.60   1.00
2017-09-04 04:01:30 NOAA-00 (N)  0  51.76   1.00
2017-09-04 04:02:30 NOAA-00 (N)  0  50.77   1.00
2017-09-04 04:03:30 NOAA-00 (N)  0  49.60   1.00
2017-09-04 04:04:30 NOAA-00 (N)  0  49.43   1.00
2017-09-04 04:05:30 NOAA-00 (N)  0  49.09   1.00
2017-09-04 04:06:30 NOAA-00 (N)  0  49.26   1.00
2017-09-04 04:07:30 NOAA-00 (N)  0  48.06   1.00
2017-09-04 04:08:30 NOAA-00 (N)  0  41.00   1.00
2017-09-04 04:09:30 NOAA-00 (N)  0  30.25   1.00
2017-09-04 04:10:30 NOAA-00 (N)  0  25.91   1.00
2017-09-04 04:11:30 NOAA-00 (N)  0  38.55   1.00
2017-09-04 04:12:30 NOAA-00 (N)  0  40.60   1.00
2017-09-04 04:13:30 NOAA-00 (N)  0  41.99   1.00
2017-09-04 04:14:30 NOAA-00 (N)  0  41.79   1.00
2017-09-04 04:15:30 NOAA-00 (N)  0  38.97   1.00
2017-09-04 04:16:30 NOAA-00 (N)  0  41.79   1.00
2017-09-04 04:17:30 NOAA-00 (N)  0  41.79   1.00
2017-09-04 04:18:30 NOAA-00 (N)  0  39.58   1.00
2017-09-04 04:19:30 NOAA-00 (N)  0  37.70   1.00
2017-09-04 04:20:30 NOAA-00 (N)  0  38.34   1.00
2017-09-04 04:21:30 NOAA-00 (N)  0  37.91   1.00
2017-09-04 04:22:30 NOAA-00 (N)  0  34.14   1.00
2017-09-04 04:23:30 NOAA-00 (N)  0  33.91   1.00
2017-09-04 04:24:30 NOAA-00 (N)  0  34.37   1.00
2017-09-04 04:25:30 NOAA-00 (N)  0  32.24   1.00
2017-09-04 04:26:30 NOAA-00 (N)  0  27.32   1.00
2017-09-04 04:27:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 04:28:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 04:29:30 NOAA-00 (N)  0  26.20   1.00
2017-09-04 04:30:30 NOAA-00 (N)  0  26.48   1.00
2017-09-04 04:31:30 NOAA-00 (N)  0  26.20   1.00
2017-09-04 04:32:30 NOAA-00 (N)  0  25.33   1.00
2017-09-04 04:33:30 NOAA-00 (N)  0  25.03   1.00
2017-09-04 04:34:30 NOAA-00 (N)  0  23.51   1.00
2017-09-04 04:35:30 NOAA-00 (N)  0  21.59   1.00
2017-09-04 04:36:30 NOAA-00 (N)  0  26.48   1.00
2017-09-04 04:37:30 NOAA-00 (N)  0  25.62   1.00
2017-09-04 04:38:30 NOAA-00 (N)  0  22.24   1.00
2017-09-04 04:39:30 NOAA-00 (N)  0  11.58   1.00
2017-09-04 04:40:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 04:41:30 NOAA-00 (N)  0  15.68   1.00
2017-09-04 04:42:30 NOAA-00 (N)  0  16.50   1.00
2017-09-04 04:43:30 NOAA-00 (N)  0  16.09   1.00
2017-09-04 04:44:30 NOAA-00 (N)  0  13.50   1.00
2017-09-04 04:45:30 NOAA-00 (N)  0  14.40   1.00
2017-09-04 04:46:30 NOAA-00 (N)  0  18.80   1.00
2017-09-04 04:47:30 NOAA-00 (N)  0  18.06   1.00
2017-09-04 04:48:30 NOAA-00 (N)  0  20.57   1.00
2017-09-04 04:49:30 NOAA-00 (N)  0  23.20   1.00
2017-09-04 04:50:30 NOAA-00 (N)  0  18.43   1.00
2017-09-04 04:51:30 NOAA-00 (N)  0   9.44   1.00
2017-09-04 04:52:30 NOAA-00 (N)  0   9.44   1.00
2017-09-04 04:53:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 04:54:30 NOAA-00 (N)  0  15.26   1.00
2017-09-04 04:55:30 NOAA-00 (N)  0  14.40   1.00
2017-09-04 04:56:30 NOAA-00 (N)  0  18.06   1.00
2017-09-04 04:57:30 NOAA-00 (N)  0  16.09   1.00
2017-09-04 04:58:30 NOAA-00 (N)  0   7.64   1.00
2017-09-04 04:59:30 NOAA-00 (N)  0   8.26   1.00
2017-09-04 05:00:30 NOAA-00 (N)  0  19.52   1.00
2017-09-04 05:01:30 NOAA-00 (N)  0  22.88   1.00
2017-09-04 05:02:30 NOAA-00 (N)  0  21.25   1.00
2017-09-04 05:03:30 NOAA-00 (N)  0  23.51   1.00
2017-09-04 05:04:30 NOAA-00 (N)  0  27.32   1.00
2017-09-04 05:05:30 NOAA-00 (N)  0  23.20   1.00
2017-09-04 05:06:30 NOAA-00 (N)  0  17.29   1.00
2017-09-04 05:07:30 NOAA-00 (N)  0   7.64   1.00
2017-09-04 05:08:30 NOAA-00 (N)  0   0.00   1.00
2017-09-04 05:09:30 NOAA-00 (N)  0   0.00   1.00
2017-09-04 05:10:30 NOAA-00 (N)  0  10.00   1.00
2017-09-04 05:11:30 NOAA-00 (N)  0  16.90   1.00
2017-09-04 05:12:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 05:13:30 NOAA-00 (N)  0   8.86   1.00
2017-09-04 05:14:30 NOAA-00 (N)  0   4.85   1.00
2017-09-04 05:15:30 NOAA-00 (N)  0   3.18   1.00
2017-09-04 05:16:30 NOAA-00 (N)  0   4.04   1.00
2017-09-04 05:17:30 NOAA-00 (N)  0   6.31   1.00
2017-09-04 05:18:30 NOAA-00 (N)  0   9.44   1.00
2017-09-04 05:19:30 NOAA-00 (N)  0   9.44   1.00
2017-09-04 05:20:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 05:21:30 NOAA-00 (N)  0  13.96   1.00
2017-09-04 05:22:30 NOAA-00 (N)  0  18.80   1.00
2017-09-04 05:23:30 NOAA-00 (N)  0  16.50   1.00
2017-09-04 05:24:30 NOAA-00 (N)  0  11.07   1.00
2017-09-04 05:25:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 05:26:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 05:27:30 NOAA-00 (N)  0   6.99   1.00
2017-09-04 05:28:30 NOAA-00 (N)  0   5.60   1.00
2017-09-04 05:29:30 NOAA-00 (N)  0  11.07   1.00
2017-09-04 05:30:30 NOAA-00 (N)  0  12.56   1.00
2017-09-04 05:31:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 05:32:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 05:33:30 NOAA-00 (N)  0  13.50   1.00
2017-09-04 05:34:30 NOAA-00 (N)  0  14.40   1.00
2017-09-04 05:35:30 NOAA-00 (N)  0  12.08   1.00
2017-09-04 05:36:30 NOAA-00 (N)  0  10.00   1.00
2017-09-04 05:37:30 NOAA-00 (N)  0  11.58   1.00
2017-09-04 05:38:30 NOAA-00 (N)  0  13.04   1.00
2017-09-04 05:39:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 05:40:30 NOAA-00 (N)  0  12.56   1.00
2017-09-04 05:41:30 NOAA-00 (N)  0  12.08   1.00
2017-09-04 05:42:30 NOAA-00 (N)  0  16.09   1.00
2017-09-04 05:43:30 NOAA-00 (N)  0  20.23   1.00
2017-09-04 05:44:30 NOAA-00 (N)  0  18.06   1.00
2017-09-04 05:45:30 NOAA-00 (N)  0  13.50   1.00
2017-09-04 05:46:30 NOAA-00 (N)  0  14.40   1.00
2017-09-04 05:47:30 NOAA-00 (N)  0  14.84   1.00
2017-09-04 05:48:30 NOAA-00 (N)  0   6.99   1.00
2017-09-04 05:49:30 NOAA-00 (N)  0   1.20   1.00
2017-09-04 05:50:30 NOAA-00 (N)  0   5.60   1.00
2017-09-04 05:51:30 NOAA-00 (N)  0  12.56   1.00
2017-09-04 05:52:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 05:53:30 NOAA-00 (N)  0   3.18   1.00
2017-09-04 05:54:30 NOAA-00 (N)  0   6.31   1.00
2017-09-04 05:55:30 NOAA-00 (N)  0  16.90   1.00
2017-09-04 05:56:30 NOAA-00 (N)  0  17.68   1.00
2017-09-04 05:57:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 05:58:30 NOAA-00 (N)  0  10.00   1.00
2017-09-04 05:59:30 NOAA-00 (N)  0   9.44   1.00
2017-09-04 06:00:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 06:01:30 NOAA-00 (N)  0  10.00   1.00
2017-09-04 06:02:30 NOAA-00 (N)  0  10.54   1.00
2017-09-04 06:03:30 NOAA-00 (N)  0  17.68   1.00
2017-09-04 06:04:30 NOAA-00 (N)  0  21.92   1.00
2017-09-04 06:05:30 NOAA-00 (N)  0  22.56   1.00
2017-09-04 06:06:30 NOAA-00 (N)  0  26.20   1.00
2017-09-04 06:07:30 NOAA-00 (N)  0  29.21   1.00
2017-09-04 06:08:30 NOAA-00 (N)  0  29.21   1.00
2017-09-04 06:09:30 NOAA-00 (N)  0  28.15   1.00
2017-09-04 06:10:30 NOAA-00 (N)  0  23.82   1.00
2017-09-04 06:11:30 NOAA-00 (N)  0  19.16   1.00
2017-09-04 06:12:30 NOAA-00 (N)  0  18.06   1.00
2017-09-04 06:13:30 NOAA-00 (N)  0  18.80   1.00
2017-09-04 06:14:30 NOAA-00 (N)  0  19.88   1.00
2017-09-04 06:15:30 NOAA-00 (N)  0  20.92   1.00
2017-09-04 06:16:30 NOAA-00 (N)  0  21.59   1.00
2017-09-04 06:17:30 NOAA-00 (N)  0  21.92   1.00
2017-09-04 06:18:30 NOAA-00 (N)  0  24.43   1.00
2017-09-04 06:19:30 NOAA-00 (N)  0  26.48   1.00
2017-09-04 06:20:30 NOAA-00 (N)  0  26.20   1.00
2017-09-04 06:21:30 NOAA-00 (N)  0  26.20   1.00
2017-09-04 06:22:30 NOAA-00 (N)  0  27.05   1.00
2017-09-04 06:23:30 NOAA-00 (N)  0  26.77   1.00
2017-09-04 06:24:30 NOAA-00 (N)  0  25.91   1.00
2017-09-04 06:25:30 NOAA-00 (N)  0  25.62   1.00
2017-09-04 06:26:30 NOAA-00 (N)  0  27.60   1.00
2017-09-04 06:27:30 NOAA-00 (N)  0  29.21   1.00
2017-09-04 06:28:30 NOAA-00 (N)  0  29.21   1.00
2017-09-04 06:29:30 NOAA-00 (N)  0  28.95   1.00
2017-09-04 06:30:30 NOAA-00 (N)  0  28.68   1.00
2017-09-04 06:31:30 NOAA-00 (N)  0  28.42   1.00
2017-09-04 06:32:30 NOAA-00 (N)  0  28.42   1.00
2017-09-04 06:33:30 NOAA-00 (N)  0  41.59   1.00
2017-09-04 06:34:30 NOAA-00 (N)  0  54.31   1.00
2017-09-04 06:35:30 NOAA-00 (N)  0  50.94   1.00
2017-09-04 06:36:30 NOAA-00 (N)  0  45.57   1.00
2017-09-04 06:37:30 NOAA-00 (N)  0  49.09   1.00
2017-09-04 06:38:30 NOAA-00 (N)  0  49.77   1.00
